Division,Division_Description,Sub_Division,Sub_Division_Description,Group,Group_Description,Family,Family_Description,Unit_Code,Unit_Title,Unit_Description,NCO_2004,QP_NOS Reference,QP_NOS Name,NSQF_Level,text
,,,,,,3123 Construction Supervisors,,3127.99,,,,ISC/Q1104,Shift In Charge Furnace Ferro Alloys,5.0,
,,,,,,3131 Power Production Plant Operators,,3131.01,,,8161.10,,,,
,,,,,,3131 Power Production Plant Operators,,3131.02,,,8161.20,,,,
,,,,,,3131 Power Production Plant Operators,,3131.03,,,8161.30,,,,
,,,,,,3131 Power Production Plant Operators,,3131.04,,,8161.40,,,,
,,,,,,3131 Power Production Plant Operators,,3131.05,,,8161.45,,,,
,,,,,,3131 Power Production Plant Operators,,3131.06,,,8161.50,,,,
,,,,,,3131 Power Production Plant Operators,,3131.07,,,8161.60,,,,
,,,,,,3131 Power Production Plant Operators,,3131.08,,,8161.65,,,,
,,,,,,3131 Power Production Plant Operators,,3131.09,,,8161.70,,,,
,,,,,,3131 Power Production Plant Operators,,3131.1,,,8161.72,,,,
,,,,,,3131 Power Production Plant Operators,,3131.11,,,8161.80,,,,
,,,,,,3131 Power Production Plant Operators,,3131.99,,,,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.01,,,8163.10,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.02,,,8163.20,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.03,,,8163.30,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.04,,,8163.40,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.05,,,8163.50,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.06,,,8163.60,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.07,,,8169.10,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.08,,,8169.20,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.09,,,8169.30,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.1,,,8169.40,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.11,,,8169.50,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.12,,,8169.60,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.13,,,8169.65,,,,
,,,,,,3132 Incinerator and Water-Treatment Plant Operators,,3132.99,,,,,,,
,,,,,,3133 Chemical Processing Plant Controllers,,3133.01,,,8152.10,,,,
,,,,,,3133 Chemical Processing Plant Controllers,,3133.02,,,8152.60,,,,
,,,,,,3133 Chemical Processing Plant Controllers,,3133.03,,,8152.65,,,,
,,,,,,3133 Chemical Processing Plant Controllers,,3133.04,,,8154.10,,,,
,,,,,,3133 Chemical Processing Plant Controllers,,3133.05,,,8154.20,,,,
,,,,,,3133 Chemical Processing Plant Controllers,,3133.06,,,8159.30,,,,
,,,,,,3133 Chemical Processing Plant Controllers,,3133.07,,,8159.50,,,,
,,,,,,3133 Chemical Processing Plant Controllers,,3133.08,,,8159.52,,,,
,,,,,,3133 Chemical Processing Plant Controllers,,3133.99,,,,,,,
,,,,,,3134 Petroleum and Natural Gas Refining Plant Operators,,3134.01,,,8155.10,,,,
,,,,,,3134 Petroleum and Natural Gas Refining Plant Operators,,3134.02,,,8155.20,,,,
,,,,,,3134 Petroleum and Natural Gas Refining Plant Operators,,3134.03,,,8155.30,,,,
,,,,,,3134 Petroleum and Natural Gas Refining Plant Operators,,3134.04,,,8155.40,,,,
,,,,,,3134 Petroleum and Natural Gas Refining Plant Operators,,3134.05,,,8155.50,,,,
,,,,,,3134 Petroleum and Natural Gas Refining Plant Operators,,3134.06,,,8155.60,,,,
,,,,,,3134 Petroleum and Natural Gas Refining Plant Operators,,3134.07,,,8155.70,,,,
,,,,,,3134 Petroleum and Natural Gas Refining Plant Operators,,3134.08,,,8155.75,,,,
,,,,,,3134 Petroleum and Natural Gas Refining Plant Operators,,3134.99,,,8155.90,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.05,,,8121.30,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.06,,,8121.35,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.07,,,8121.40,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.09,,,8121.47,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.11,,,8121.55,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.12,,,8121.60,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.13,,,8121.70,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.1401,,,,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.17,,,8122.16,ISC/Q0603,Fluid Management Operator Rolling Mills,4.0,
,,,,,,3135 Metal Production Process Controllers,,3135.18,,,8122.20,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.19,,,8122.28,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.2,,,8122.32,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.2001,,,,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.2002,,,,ISC/Q0701,Process Operator Rolling Mills,5.0,
,,,,,,3135 Metal Production Process Controllers,,3135.2003,,,,ISC/Q0602,Coil Packaging Machine Operator Rolling Mills,3.0,
,,,,,,3135 Metal Production Process Controllers,,3135.23,,,8122.42,ASC/Q3902,Heat Treatment Shop Supervisor,5.0,
,,,,,,3135 Metal Production Process Controllers,,3135.25,,,8122.46,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.26,,,8122.48,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.3001,,,,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.31,,,8122.72,ASC/Q3701,Auto Component Assembly Fitter,4.0,
,,,,,,3135 Metal Production Process Controllers,,3135.39,,,8124.10,,,,
,,,,,,3135 Metal Production Process Controllers,,3135.99,,,8121.90,,,,
,,,,,,"3139 Process Control Technicians, Not Elsewhere Classified",,3139.01,,,8142.20,,,,
,,,,,,"3139 Process Control Technicians, Not Elsewhere Classified",,3139.02,,,8142.55,,,,
,,,,,,"3139 Process Control Technicians, Not Elsewhere Classified",,3139.04,,,8143.25,,,,
,,,,,,"3139 Process Control Technicians, Not Elsewhere Classified",,3139.05,,,8143.65,,,,
,,,,,,"3139 Process Control Technicians, Not Elsewhere Classified",,3139.14,,,8172.10,,,,
,,,,,,"3139 Process Control Technicians, Not Elsewhere Classified",,3139.1501,,,,,,,
,,,,,,"3139 Process Control Technicians, Not Elsewhere Classified",,3139.2001,,,,ELE/Q6305,Assembly Supervisor,5.0,
,,,,,,"3139 Process Control Technicians, Not Elsewhere Classified",,3139.5002,,,,ASC/Q1605,Quality Controller,6.0,
,,,,,,"3139 Process Control Technicians, Not Elsewhere Classified",,3139.99,,,8172.90,AGR/Q0301,Micro Irrigation Technician,4.0,
,,,,,,3141 Life Science Technicians (Excluding Medical),,3141.01,,,3211.10,,,,
,,,,,,3141 Life Science Technicians (Excluding Medical),,3141.02,,,3211.20,,,,
,,,,,,3141 Life Science Technicians (Excluding Medical),,3141.03,,,3211.30,,,,
,,,,,,3141 Life Science Technicians (Excluding Medical),,3141.99,,,,,,,
,,,,,,3142 Agricultural Technicians,,3142.0101,,,,,,,
,,,,,,3142 Agricultural Technicians,,3142.0201,,,,AGR/Q7801,Bare Foot Technician,4.0,
,,,,,,3142 Agricultural Technicians,,3142.99,,,`,HSS/Q0201,Radiology Technician,4.0,
,,,,,,3151 Ship’s Engineers,,3151.01,,,3141.10,,,,
,,,,,,3151 Ship’s Engineers,,3151.02,,,3141.20,,,,
,,,,,,3151 Ship’s Engineers,,3151.03,,,3141.30,,,,
,,,,,,3151 Ship’s Engineers,,3151.04,,,3141.40,,,,
,,,,,,3151 Ship’s Engineers,,3151.05,,,3141.50,,,,
,,,,,,3151 Ship’s Engineers,,3151.99,,,3141.90,,,,
,,,,,,3152 Ship’s Deck Officers and Pilots,,3152.01,,,3142.10,,,,
,,,,,,3152 Ship’s Deck Officers and Pilots,,3152.02,,,3142.20,,,,
,,,,,,3152 Ship’s Deck Officers and Pilots,,3152.03,,,3142.30,,,,
,,,,,,3152 Ship’s Deck Officers and Pilots,,3152.04,,,3142.40,,,,
,,,,,,3152 Ship’s Deck Officers and Pilots,,3152.05,,,3142.50,,,,
,,,,,,3152 Ship’s Deck Officers and Pilots,,3152.06,,,3142.60,,,,
,,,,,,3152 Ship’s Deck Officers and Pilots,,3152.09,,,3142.85,,,,
,,,,,,3152 Ship’s Deck Officers and Pilots,,3152.99,,,3142.90,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.01,,,3143.10,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.02,,,3143.20,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.03,,,3143.30,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.04,,,3143.40,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.05,,,3143.50,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.06,,,3143.60,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.07,,,3143.65,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.08,,,3143.70,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.09,,,3143.80,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.1,,,3143.82,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.11,,,3143.84,,,,
,,,,,,3153 Aircraft Pilots and Related Associate Professionals,,3153.99,,,3143.90,,,,
,,,,,,3154 Air Traffic Controllers,,3154.01,,,3144.10,,,,
,,,,,,3154 Air Traffic Controllers,,3154.02,,,3144.20,,,,
,,,,,,3154 Air Traffic Controllers,,3154.99,,,3144.90,,,,
,,,,,,3211 Medical Imaging and Therapeutic Equipment Technicians,,3211.01,,,3133.10,,,,
,,,,,,3211 Medical Imaging and Therapeutic Equipment Technicians,,3211.0101,,,,,,,
,,,,,,3211 Medical Imaging and Therapeutic Equipment Technicians,,3211.02,,,3133.20,HSS/Q5601,Medical Equipment Technician,4.0,
,,,,,,3211 Medical Imaging and Therapeutic Equipment Technicians,,3211.0501,,,,,,,
,,,,,,3211 Medical Imaging and Therapeutic Equipment Technicians,,3211.0801,,,,HSS/Q2601,Operation Theatre Technician,4.0,
,,,,,,3211 Medical Imaging and Therapeutic Equipment Technicians,,3211.99,,,3133.90,,,,
,,,,,,3212 Medical and Pathology Laboratory Technicians,,3212.0101,,,3211.40,,,,
,,,,,,3212 Medical and Pathology Laboratory Technicians,,3212.0201,,,3211.50,HSS/Q2701,Dialysis Technician,4.0,
,,,,,,3212 Medical and Pathology Laboratory Technicians,,3212.0301,,,,HSS/Q2501,Anaesthesia Technician,4.0,
,,,,,,3212 Medical and Pathology Laboratory Technicians,,3212.0501,,,,HSS/Q0401,Histo-Technician 404 II A,4.0,
,,,,,,3212 Medical and Pathology Laboratory Technicians,,3212.0601,,,,HSS/Q0501,Phlebotomy Technician,4.0,
,,,,,,3212 Medical and Pathology Laboratory Technicians,,3212.0602,,,,HSS/Q2801,Blood Bank Technician,4.0,
,,,,,,3212 Medical and Pathology Laboratory Technicians,,3212.0701,,,,HSS/Q0301,Medical Laboratory Technician,4.0,
,,,,,,3212 Medical and Pathology Laboratory Technicians,,3212.99,,,3211.90,HSS/Q8701,Diabetes Educator,4.0,
,,,,,,3213 Pharmaceutical Technicians and Assistants,,3213.01,,,3228.10,,,,
,,,,,,3213 Pharmaceutical Technicians and Assistants,,3213.0101,,,,,,,
,,,,,,3213 Pharmaceutical Technicians and Assistants,,3213.02,,,3228.20,,,,
,,,,,,3213 Pharmaceutical Technicians and Assistants,,3213.99,,,3228.90,,,,
,,,,,,3214 Medical and Dental Prosthetic Technicians,,3214.01,,,7311.80,,,,
,,,,,,3214 Medical and Dental Prosthetic Technicians,,3214.99,,,,,,,
,,,,,,3221 Nursing Associate Professionals,,3221.01,,,3231.10,,,,
,,,,,,3221 Nursing Associate Professionals,,3221.02,,,3231.20,,,,
,,,,,,3221 Nursing Associate Professionals,,3221.03,,,3231.30,,,,
,,,,,,3221 Nursing Associate Professionals,,3221.99,,,3231.90,,,,
,,,,,,3222 Midwifery Associate Professionals,,3222.01,,,3232.10,,,,
,,,,,,3222 Midwifery Associate Professionals,,3222.02,,,3232.20,,,,
,,,,,,3222 Midwifery Associate Professionals,,3222.03,,,3232.30,,,,
,,,,,,3222 Midwifery Associate Professionals,,3222.99,,,3232.90,,,,
,,,,,,3240 Veterinary Technicians and Assistants,,3240.01,,,3227.10,,,,
,,,,,,3240 Veterinary Technicians and Assistants,,3240.02,,,3227.20,,,,
,,,,,,3240 Veterinary Technicians and Assistants,,3240.03,,,3227.30,,,,
,,,,,,3240 Veterinary Technicians and Assistants,,3240.04,,,3227.40,,,,
,,,,,,3240 Veterinary Technicians and Assistants,,3240.99,,,3227.90,,,,
,,,,,,3251 Dental Assistants and Therapists,,3251.0101,,,3225.10,,,,
,,,,,,3251 Dental Assistants and Therapists,,3251.99,,,3225.90,,,,
,,,,,,3252 Medical Records and Health Information Technicians,,3252.0101,,,,,,,
,,,,,,3253 Community Health Workers,,3253.0101,,,,,,,
,,,,,,3253 Community Health Workers,,3253.0201,,,,HSS/Q8601,Frontline Health Worker (Equivalent to ASHA),3.0,
,,,,,,3253 Community Health Workers,,3253.99,,,,HSS/Q7701,Assistant Physiotherapist,4.0,
,,,,,,3254 Dispensing Opticians,,3254.01,,,3224.10,,,,
,,,,,,3254 Dispensing Opticians,,3254.02,,,3224.20,,,,
,,,,,,3254 Dispensing Opticians,,3254.99,,,,,,,
,,,,,,3255 Physiotherapy Technicians and Assistants,,3255.0101,,,,,,,
,,,,,,3256 Medical Assistants,,3256.0101,,,,HSS/Q3002,Refractionist,4.0,
,,,,,,3256 Medical Assistants,,3256.0202,,,,ASC/Q2101,Sales Officer (Auto Insurance),5.0,
,,,,,,3256 Medical Assistants,,3256.99,,,3221.90,,,,
,,,,,,3257 Environmental and Occupational Health Inspectors and Associates,,3257.01,,,3222.10,,,,
,,,,,,3257 Environmental and Occupational Health Inspectors and Associates,,3257.03,,,3214.10,,,,
,,,,,,3257 Environmental and Occupational Health Inspectors and Associates,,3257.04,,,3214.20,,,,
,,,,,,3257 Environmental and Occupational Health Inspectors and Associates,,3257.05,,,3214.30,,,,
,,,,,,3257 Environmental and Occupational Health Inspectors and Associates,,3257.06,,,,,,,
,,,,,,3257 Environmental and Occupational Health Inspectors and Associates,,3257.99,,,3214.90,,,,
,,,,,,3311 Securities and Finance Dealers and Brokers,,3311.01,,,3411.10,,,,
,,,,,,3311 Securities and Finance Dealers and Brokers,,3311.02,,,3411.20,,,,
,,,,,,3311 Securities and Finance Dealers and Brokers,,3311.0201,,,,,,,
,,,,,,3311 Securities and Finance Dealers and Brokers,,3311.0202,,,,,,,
,,,,,,3311 Securities and Finance Dealers and Brokers,,3311.99,,,3411.90,,,,
,,,,,,3312 Credit and Loan Officers,,3312.01,,,3411.50,,,,
,,,,,,3312 Credit and Loan Officers,,3312.0101,,,,,,,
,,,,,,3312 Credit and Loan Officers,,3312.99,,,,,,,
,,,,,,"3314 Statistical, Mathematical and Related Associate Professionals",,3314.01,,,3433.10,,,,
,,,,,,"3314 Statistical, Mathematical and Related Associate Professionals",,3314.02,,,3433.20,,,,
,,,,,,"3314 Statistical, Mathematical and Related Associate Professionals",,3314.99,,,3433.90,,,,
,,,,,,3315 Valuers and Loss Assessors,,3315.01,,,3417.40,,,,
,,,,,,3315 Valuers and Loss Assessors,,3315.02,,,3417.50,,,,
,,,,,,3315 Valuers and Loss Assessors,,3315.03,,,3417.60,,,,
,,,,,,3315 Valuers and Loss Assessors,,3315.0501,,,,,,,
,,,,,,3315 Valuers and Loss Assessors,,3315.99,,,3417.90,,,,
,,,,,,3321 Insurance Representatives,,3321.01,,,3412.10,,,,
,,,,,,3321 Insurance Representatives,,3321.0101,,,,,,,
,,,,,,3321 Insurance Representatives,,3321.0102,,,,ASC/Q2001,Sales Consultant (Auto Finance),4.0,
,,,,,,3321 Insurance Representatives,,3321.02,,,3412.20,ASC/Q1801,Sales Representative,5.0,
,,,,,,3321 Insurance Representatives,,3321.0201,,,,,,,
,,,,,,3321 Insurance Representatives,,3321.99,,,3412.90,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.0101,,,3415.10,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.02,,,3415.30,ASC/Q0606,Regional Parts Manager,6.0,
,,,,,,3322 Commercial Sales Representatives,,3322.03,,,3415.40,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.05,,,3415.60,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.0601,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.0701,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.0801,,,,ASC/Q0607,Regional Manager-Customer Care,6.0,
,,,,,,3322 Commercial Sales Representatives,,3322.0802,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.09,,,3415.70,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1001,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1002,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1101,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1102,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1201,,,,ASC/Q1002,Sales Consultant (Institutional Sales),5.0,
,,,,,,3322 Commercial Sales Representatives,,3322.1202,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1203,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1301,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1302,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1303,,,,ASC/Q1005,Sales Consultant (Retail) Level 5,5.0,
,,,,,,3322 Commercial Sales Representatives,,3322.1304,,,,ASC/Q1005,Sales Consultant Level 4,4.0,
,,,,,,3322 Commercial Sales Representatives,,3322.1305,,,,G&J/Q8304,Floor Manager,5.0,
,,,,,,3322 Commercial Sales Representatives,,3322.1306,,,,G&J/Q6201,Store Manager,6.0,
,,,,,,3322 Commercial Sales Representatives,,3322.14,,,3415.80,ASC/Q1412,Service Supervisor,7.0,
,,,,,,3322 Commercial Sales Representatives,,3322.1501,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1601,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1701,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.1702,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.2101,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.2501,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.2502,,,,ASC/Q1602,Service Advisor,6.0,
,,,,,,3322 Commercial Sales Representatives,,3322.2503,,,,ASC/Q0902,Service Office Manager,5.0,
,,,,,,3322 Commercial Sales Representatives,,3322.2504,,,,ASC/Q0901,Service Office Executive,4.0,
,,,,,,3322 Commercial Sales Representatives,,3322.4001,,,,PSC/Q0302,Plumbing Products Sales Officer,3.0,
,,,,,,3322 Commercial Sales Representatives,,3322.4002,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.5001,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.5002,,,,PSC/Q0303,Plumber Aftersales Service,3.0,
,,,,,,3322 Commercial Sales Representatives,,3322.6001,,,,AMH/Q1601,Export Assistant,4.0,
,,,,,,3322 Commercial Sales Representatives,,3322.6011,,,,,,,
,,,,,,3322 Commercial Sales Representatives,,3322.99,,,3415.90,G&J/Q8202,Merchandiser,6.0,
,,,,,,3323 Buyers,,3323.01,,,3416.10,,,,
,,,,,,3323 Buyers,,3323.0101,,,,,,,
,,,,,,3323 Buyers,,3323.0102,,,,AMH/Q0901,Merchandiser,5.0,
,,,,,,3323 Buyers,,3323.02,,,3416.20,ELE/Q7701,Purchase Executive,4.0,
,,,,,,3323 Buyers,,3323.0301,,,,,,,
,,,,,,3323 Buyers,,3323.0401,,,,,,,
,,,,,,3323 Buyers,,3323.0501,,,,ELE/Q5701,Purchase Executive- Solar,5.0,
,,,,,,3323 Buyers,,3323.0601,,,,AGR/Q7801,Supply Chain Field Assistant,4.0,
,,,,,,3323 Buyers,,3323.99,,,3416.90,SPF/Q1101,Sports Coach,7.0,
,,,,,,3334 Real Estate Agents and Property Managers,,3334.01,,,3413.10,,,,
,,,,,,3334 Real Estate Agents and Property Managers,,3334.02,,,3413.20,,,,
,,,,,,3334 Real Estate Agents and Property Managers,,3334.99,,,3413.90,,,,
,,,,,,"3339 Business Service Agents, Not Elsewhere Classified",,3339.02,,,2419.50,,,,
,,,,,,"3339 Business Service Agents, Not Elsewhere Classified",,3339.03,,,3417.10,,,,
,,,,,,"3339 Business Service Agents, Not Elsewhere Classified",,3339.04,,,3417.20,,,,
,,,,,,"3339 Business Service Agents, Not Elsewhere Classified",,3339.05,,,3417.30,,,,
,,,,,,"3339 Business Service Agents, Not Elsewhere Classified",,3339.0601,,,3429.10,,,,
,,,,,,3341 Office Supervisors,,3341.02,,,4142.10,,,,
,,,,,,3341 Office Supervisors,,3341.05,,,4142.25,,,,
,,,,,,3341 Office Supervisors,,3341.06,,,4142.30,,,,
,,,,,,3341 Office Supervisors,,3341.07,,,4142.35,,,,
,,,,,,3341 Office Supervisors,,3341.08,,,3431.10,,,,
,,,,,,3341 Office Supervisors,,3341.09,,,3431.20,,,,
,,,,,,3341 Office Supervisors,,3341.1,,,3431.30,,,,
,,,,,,3341 Office Supervisors,,3341.11,,,3431.40,,,,
,,,,,,3341 Office Supervisors,,3341.12,,,3439.10,,,,
,,,,,,3341 Office Supervisors,,3341.99,,,3439.90,,,,
,,,,,,3351 Customs and Border Inspectors,,3351.01,,,3441.10,,,,
,,,,,,3351 Customs and Border Inspectors,,3351.02,,,3441.20,,,,
,,,,,,3351 Customs and Border Inspectors,,3351.03,,,3441.30,,,,
,,,,,,3351 Customs and Border Inspectors,,3351.99,,,3441.90,,,,
,,,,,,3352 Govt. Tax and Excise Officials,,3352.01,,,3442.10,,,,
,,,,,,3352 Govt. Tax and Excise Officials,,3352.99,,,3442.90,,,,
,,,,,,3353 Government Social Benefits Officials,,3353.01,,,3443.10,,,,
,,,,,,3353 Government Social Benefits Officials,,3353.02,,,3443.20,,,,
,,,,,,3353 Government Social Benefits Officials,,3353.99,,,3443.90,,,,
,,,,,,3355 Police Inspectors and Detectives,,3355.01,,,3450.10,,,,
,,,,,,3355 Police Inspectors and Detectives,,3355.02,,,3450.20,,,,
,,,,,,3355 Police Inspectors and Detectives,,3355.03,,,3450.30,,,,
,,,,,,3355 Police Inspectors and Detectives,,3355.99,,,3450.90,,,,
,,,,,,3411 Legal and Related Associate Professionals,,3411.01,,,3432.10,,,,
,,,,,,3411 Legal and Related Associate Professionals,,3411.02,,,3432.20,,,,
,,,,,,3411 Legal and Related Associate Professionals,,3411.03,,,3432.30,,,,
,,,,,,3412 Social Work Associate Professionals,,3412.01,,,3460.10,,,,
,,,,,,3412 Social Work Associate Professionals,,3412.02,,,3460.20,,,,
,,,,,,3412 Social Work Associate Professionals,,3412.99,,,3460.90,,,,
,,,,,,3421 Athletes and Sports Players,,3421.01,,,3475.20,,,,
,,,,,,3421 Athletes and Sports Players,,3421.02,,,3475.30,,,,
,,,,,,"3422 Sports Coaches, Instructors and Officials",,3422.01,,,3475.40,,,,
,,,,,,"3422 Sports Coaches, Instructors and Officials",,3422.0201,,,3475.45,,,,
,,,,,,"3422 Sports Coaches, Instructors and Officials",,3422.03,,,3475.50,SPF/Q1102,Fitness Trainer,4.0,
,,,,,,"3422 Sports Coaches, Instructors and Officials",,3422.04,,,3475.60,,,,
,,,,,,"3422 Sports Coaches, Instructors and Officials",,3422.99,,,3475.90,,,,
,,,,,,"3423 Fitness and Recreation Instructors, and Programme Leaders",,3423.0101,,,,,,,
